2294,3.2735849056603774
296,4.256172839506172
3210,3.6153846153846154
88140,3.659090909090909
115713,3.9423076923076925
27317,3.75
1090,3.9338235294117645
2088,2.54
2136,2.6944444444444446
6240,3.0
3959,3.4375
3606,4.111111111111111
6731,3.25
62912,3.0
89864,3.6923076923076925
106022,4.0
48738,4.033333333333333
2069,3.7777777777777777
3414,4.0
2162,2.6666666666666665
4821,4.333333333333333
829,1.0
1572,4.166666666666667
691,3.357142857142857
85022,2.7
50802,3.25
2904,3.0
26082,4.5
39659,3.5
6613,2.25
5325,4.0
55498,3.5
7762,3.0
102684,4.0
112911,2.75
44717,3.0
47092,4.5
26005,3.5
100553,5.0
119655,1.0
467,3.3333333333333335
58559,4.235537190082645
1372,3.265957446808511
2110,3.3666666666666667
4975,3.0135135135135136
1394,3.95
125,3.7142857142857144
800,4.071428571428571
3826,2.183333333333333
33004,3.2941176470588234
90439,3.25
33615,3.2857142857142856
451,3.4285714285714284
3015,3.3333333333333335
3441,2.75
3858,3.3333333333333335
8965,2.7857142857142856
115534,2.0
2393,3.4705882352941178
7743,3.25
81083,3.75
2275,3.1666666666666665
65682,3.142857142857143
944,3.0
26686,3.5
74698,2.0
3368,4.375
5613,3.25
7650,3.0
107516,3.5
7362,3.375
77291,5.0
6797,2.25
66915,3.0
5523,1.8
1669,4.0
5023,4.0
2464,2.5
32943,4.0
73469,3.0
3281,5.0
89427,1.5
103819,3.0
106542,1.5
133281,2.0
77810,4.0
3949,3.869565217391304
919,3.9572649572649574
1265,3.8393939393939394
926,4.434210526315789
1280,4.157894736842105
1361,4.153846153846154
2700,3.5
7487,3.3333333333333335
27020,3.5
69306,2.388888888888889
70862,3.1666666666666665
80185,3.0
1241,3.0
5316,3.0833333333333335
2530,2.875
2917,4.25
3526,3.5869565217391304
3836,3.5
7263,3.8636363636363638
31290,0.5
87234,3.75
7056,3.875
2725,3.6
3200,4.3
870,1.6666666666666667
62049,4.5
1746,2.5
8832,1.5
49280,5.0
63479,3.5
33558,3.0
2696,3.6
136598,2.5
1870,4.0
30723,4.0
52967,3.625
2898,3.5
7248,3.0
8763,1.5
25865,4.0
26079,4.0
71404,4.0
88024,2.5
99085,2.5
3838,2.0
7208,5.0
90343,2.5
95744,2.5
149612,2.0
5913,3.0
137595,3.0
108715,1.5
1953,4.021739130434782
50068,4.045454545454546
2034,3.2222222222222223
3266,3.25
6380,4.045454545454546
6820,3.0
44199,3.875
71462,4.1
82854,1.75
94015,2.3333333333333335
7,3.2830188679245285
3249,3.411764705882353
4276,3.0
5297,4.0
2888,2.590909090909091
4988,3.0
69844,4.068965517241379
6732,4.25
101577,1.6666666666666667
56171,3.2
53000,3.4285714285714284
27032,2.0
80693,4.0
124,3.0
6850,3.1666666666666665
7616,3.75
6768,3.75
117851,1.5
6252,1.875
6227,2.5
68099,4.5
2550,4.166666666666667
2930,4.0
4236,3.5
1903,4.5
3121,3.5
8583,2.5
26338,3.0
447,4.0
5057,2.0
5234,4.0
26413,4.0
6143,2.0
81949,3.0
101360,1.5
140761,5.0
2161,3.3026315789473686
1500,3.96875
4262,3.704081632653061
307,4.145161290322581
574,3.3333333333333335
1897,3.2142857142857144
3993,3.03125
6464,2.25
26131,4.083333333333333
77364,3.375
140711,3.1666666666666665
7013,3.95
475,4.209677419354839
1957,3.9404761904761907
3167,4.4375
4464,3.6
59141,3.5
613,3.5
7574,5.0
3895,1.25
7316,2.6666666666666665
7541,3.25
5134,3.5
107057,3.0
113640,2.5
108548,3.0
1445,2.0
5048,2.3
8502,3.5
56336,1.0
7093,0.5
34520,2.5
3902,4.5
79469,5.0
27334,3.5
39052,3.0
3057,3.5
5986,3.25
5450,2.5
87383,3.0
112577,5.0
718,3.0
62331,4.5
3491,4.0
95567,4.5
6348,2.0
94494,2.5
100226,1.5
6033,5.0
30749,3.984375
169,2.5625
51084,3.1875
3179,3.227272727272727
2915,3.3452380952380953
3786,3.2
4719,2.75
4776,3.310810810810811
5071,5.0
5291,3.96875
91842,2.375
334,3.0714285714285716
2402,2.5357142857142856
2644,4.111111111111111
581,4.235294117647059
4465,3.7857142857142856
1880,4.0
2808,2.5625
6264,2.5
134170,3.4166666666666665
1987,2.5
2495,3.875
4980,3.1
7976,3.8333333333333335
48877,2.857142857142857
68073,3.9
76060,2.0
152091,3.0
205,4.0
747,2.75
103341,3.55
2789,2.4
3299,2.25
3553,4.0
106441,4.25
77658,4.416666666666667
544,2.611111111111111
31724,1.0
1425,2.9444444444444446
3875,2.5
4417,2.5
577,2.0
4818,2.0
8183,4.125
5085,3.1666666666666665
4569,1.0
82169,3.625
3241,3.5
42783,1.5
1043,2.375
3848,4.0
4690,2.25
5434,3.5
4782,2.5
84098,3.5
4736,1.0
272,4.0
442,2.968421052631579
1485,3.1901408450704225
3408,3.552941176470588
2249,3.4615384615384617
647,3.629032258064516
